job_name,task_name,start_time,end_time,plan_cpu,duration,energy,power_proxy
j_17140,R6_5,170772.0,170834,50.0,62,2.372074390495034,0.038259264362823134
j_19015,MergeTask,170801.0,170806,100.0,5,0.2575549362277098,0.05151098724554196
j_18216,M1,170815.0,170818,50.0,3,0.08764457842652533,0.029214859475508444
j_18216,R2_1,170815.0,170825,50.0,10,0.19497998127260865,0.019497998127260864
j_16106,M1,170822.0,170827,100.0,5,0.5010101619487093,0.10020203238974186
j_24166,M1,170994.0,170998,50.0,4,0.0792930601472503,0.019823265036812573
j_9676,M1,171024.0,171029,50.0,5,0.13480550028564625,0.02696110005712925
j_12971,M10,171040.0,171042,50.0,2,0.12046230276807945,0.06023115138403973
j_15566,R2_1,171115.0,171116,100.0,1,0.04868743483004977,0.04868743483004977
j_15566,J5_3_4,171115.0,171125,100.0,10,0.4482127756375261,0.04482127756375261
j_15566,R6_5,171115.0,171125,100.0,10,0.44201033589910693,0.04420103358991069
j_15566,M1,171115.0,171116,100.0,1,0.045048365659315054,0.045048365659315054
j_15566,M4,171115.0,171123,100.0,8,0.40417656210081565,0.050522070262601956
j_35039,R6_5,171142.0,171282,50.0,140,6.026519086148476,0.04304656490106055
j_23283,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,171149.0,171524,10.0,375,9.293370029126908,0.024782320077671754
j_30592,M3_2,171201.0,171203,100.0,2,0.10446720633741415,0.05223360316870707
j_26679,J4_2_3,171211.0,171248,100.0,37,1.4166572228700431,0.03828803305054171
j_24117,R2_1,171247.0,171419,100.0,172,9.828116974284844,0.05714021496677235
j_38043,J6_4_5,171311.0,171315,100.0,4,0.2188507030514648,0.0547126757628662
j_25575,M1,171440.0,171454,100.0,14,1.4176264115374098,0.10125902939552926
j_34090,R14_13,171443.0,172158,90.57,715,32.374042864211965,0.045278381628268485
j_20350,J13_4_12,171476.0,172023,50.0,547,24.881445634618718,0.04548710353678011
j_11709,M1,171566.0,171570,51.1,4,0.10303511375624666,0.025758778439061665
j_11709,R3_6,171566.0,171754,50.0,188,7.462088754836932,0.03969196146189857
j_11709,J12_1_2_3_4_7_8_9_10_11,171566.0,171987,43.94,421,17.93821228713296,0.04260858025447259
j_11709,R7_6,171566.0,171689,50.0,123,5.2315862679350635,0.04253322169052897
j_11709,R4_11,171566.0,171678,44.75,112,3.9631651217152286,0.0353854028724574
j_11709,R8_11,171566.0,171673,50.0,107,3.8467089432269277,0.0359505508712797
j_11709,M11,171567.0,171634,50.0,67,2.11877778403638,0.03162354901546836
j_5460,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,171618.0,171643,5.0,25,0.3595983638469645,0.01438393455387858
j_9461,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,171640.0,171646,30.0,6,0.10897705810608391,0.01816284301768065
j_5590,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,171656.0,172745,30.0,1089,29.147172977148774,0.02676508078709713
j_30007,M1,171694.0,171714,50.0,20,0.6661664449793694,0.03330832224896847
j_18341,M3_2,171716.0,171725,50.0,9,0.31181433985996715,0.03464603776221857
j_36770,M1,171751.0,171752,100.0,1,0.15339985671247272,0.15339985671247272
j_32745,M7,171820.0,171831,50.0,11,0.3637972601837301,0.03307247819852092
j_38440,R6_5,171899.0,171900,50.0,1,0.030274223285410334,0.030274223285410334
j_34394,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,171922.0,172234,100.0,312,15.165229374425328,0.04860650440520938
j_2724,R5_4,171936.0,171937,100.0,1,0.04655843246167912,0.04655843246167912
j_3718,R28_22,171959.0,172018,50.0,59,1.5194935181663545,0.02575412742654838
j_26002,M1,172081.0,172084,50.0,3,0.08676642630332702,0.028922142101109008
j_10703,R62_61,172093.0,172163,50.0,70,2.4609972230511703,0.03515710318644529
j_31569,M1,172132.0,172145,50.0,13,0.4811283794432963,0.03700987534179202
j_13134,J6_1_5,172155.0,172205,50.0,50,1.5231651342267183,0.030463302684534364
j_14889,M9,172173.0,172242,50.0,69,2.601305508895245,0.03770007983906152
j_41086,J12_10_11,172221.0,172228,50.0,7,0.2426325082008445,0.034661786885834926
j_33591,M1,172233.0,172234,100.0,1,0.04216211978452862,0.04216211978452862
j_21597,R2_1,172329.0,172330,93.82,1,0.043840628452216396,0.043840628452216396
j_21597,J10_3_4_6_9,172329.0,172362,100.0,33,1.6720816882939415,0.05066914206951338
j_21597,R3_2,172329.0,172331,100.0,2,0.08952106033928556,0.04476053016964278
j_21597,M1,172329.0,172330,100.0,1,0.06668084439575098,0.06668084439575098
j_21597,R11_10,172329.0,172362,100.0,33,1.5252690256933472,0.04622027350585901
j_21597,R9_8,172329.0,172330,100.0,1,0.040191338052804164,0.040191338052804164
j_21597,R8_7,172329.0,172330,96.68,1,0.044402903025491554,0.044402903025491554
j_21597,M4,172329.0,172339,100.0,10,0.4649975384037274,0.046499753840372735
j_21597,M5,172329.0,172340,100.0,11,0.8386196931278875,0.07623815392071705
j_36102,M4,172340.0,172343,50.0,3,0.0929540144586962,0.030984671486232063
j_41713,M3,172420.0,172491,100.0,71,5.532920315337079,0.07792845514559266
j_7998,J16_3_15,172420.0,172437,100.0,17,0.5211178960897099,0.030653993887629995
j_40317,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,172437.0,172839,30.0,402,12.965299609958205,0.03225198907949802
j_33570,M8,172456.0,172462,100.0,6,0.2720758683768051,0.04534597806280085
j_33570,M6,172456.0,172457,100.0,1,0.04500189343304226,0.04500189343304226
j_33570,R4_3,172456.0,172458,100.0,2,0.05094285914803645,0.025471429574018226
j_33570,M3,172456.0,172457,100.0,1,0.040588744014709174,0.040588744014709174
j_33570,M5_2_4_8,172456.0,172471,93.43,15,0.5156997119176902,0.034379980794512675
j_33570,M2,172456.0,172460,100.0,4,0.11516491565581398,0.028791228913953495
j_33570,R10_9,172456.0,172465,100.0,9,0.44450577631405447,0.04938953070156161
j_33570,J9_1_5_7_8,172456.0,172465,100.0,9,0.3875273728791671,0.043058596986574126
j_35901,M2,172480.0,172481,100.0,1,0.13513527149205115,0.13513527149205115
j_27600,M5,172500.0,172691,100.0,191,11.71446603869157,0.06133228292508676
j_25224,J3_1_2,172504.0,172507,50.0,3,0.09344090720559953,0.031146969068533176
j_38465,M5_4,172584.0,172629,50.0,45,1.5351697920242335,0.03411488426720519
j_33570,M3_retry,172595.0,172597,100.0,2,0.051786599213609875,0.025893299606804938
j_25470,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,172628.0,172635,10.0,7,0.09927312150445075,0.014181874500635822
j_10430,M6,172639.0,172733,50.0,94,3.676569859474206,0.03911244531355538
j_18310,M7,172686.0,172688,100.0,2,0.1465636336976151,0.07328181684880755
j_39587,J15_3_8_14,172694.0,173183,50.0,489,20.08512040015956,0.041073865848997054
j_27274,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,172734.0,172773,30.0,39,1.1455740782817878,0.029373694314917636
j_9600,R5_4,172750.0,172786,100.0,36,2.0739792044320238,0.0576105334564451
j_22789,R5_1,172768.0,172776,50.0,8,0.2801234665180318,0.03501543331475398
j_40312,M2,172768.0,172790,50.0,22,0.9497896649827671,0.04317225749921669
j_14652,J4_2_3,172811.0,172818,100.0,7,0.3346384466459195,0.0478054923779885
j_12843,M1,172819.0,172829,100.0,10,0.8523620289679603,0.08523620289679604
j_35926,M1,172868.0,172874,50.0,6,0.18076900152649508,0.030128166921082514
j_31064,R2_1,172907.0,172911,100.0,4,0.201598843220898,0.0503997108052245
j_31064,R2_1_retry,172938.0,172944,100.0,6,0.22177874954974947,0.03696312492495824
j_15181,M1,172950.0,172951,100.0,1,0.045703519853361296,0.045703519853361296
j_6772,M1,172957.0,174215,50.0,1258,40.12867466075242,0.03189878748867442
j_6772,R2_1,172957.0,173513,50.0,556,22.074203552737103,0.039701804950966015
j_35926,M1_retry,172978.0,172985,50.0,7,0.22998287683542615,0.03285469669077516
j_31385,R2_1,173033.0,173064,50.0,31,0.5844759421540607,0.018854062650130992
j_31755,M1,173056.0,173103,50.0,47,1.6508029785656337,0.035123467629056035
j_22852,R1_3,173090.0,173091,50.0,1,0.029671094334819022,0.029671094334819022
j_15584,J11_3_5_6_7_10,173112.0,173118,100.0,6,0.3448454427068,0.057474240451133335
j_33566,M1,173175.0,173178,50.0,3,0.0968318515409255,0.03227728384697517
j_26709,M2,173183.0,173186,50.0,3,0.08102228830878483,0.02700742943626161
j_19568,R3_2,173189.0,173192,50.0,3,0.1255594995652153,0.041853166521738434
j_19568,R5_4,173189.0,173331,50.0,142,3.895640958667564,0.027434091258222285
j_19568,M1,173189.0,173234,50.0,45,1.5713769203810812,0.03491948711957958
j_42638,M1,173222.0,173225,50.0,3,0.2602510300977991,0.08675034336593303
j_1431,R23_22,173231.0,173237,100.0,6,0.3233495243787831,0.05389158739646385
j_33566,M1_retry,173268.0,173273,50.0,5,0.1307057069127688,0.026141141382553763
j_19568,R3_2_retry,173279.0,173284,50.0,5,0.16697942185475548,0.0333958843709511
j_23789,M4,173328.0,173332,100.0,4,0.20323533062755136,0.05080883265688784
j_4147,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,173359.0,173588,5.0,229,5.452461887891502,0.023809877239700884
j_3645,task_LTI3MTQwMzA1OTI4ODIxNzU0MDg=,173371.0,173390,400.0,19,2.8741140610724045,0.15126916110907393
j_22203,J3_4_5_6,173377.0,173391,100.0,14,0.7409290266100339,0.05292350190071671
j_18993,M1,173401.0,173407,50.0,6,0.2584063509281934,0.0430677251546989
j_10288,task_OTg1NjA1OTIxMzA4ODkxNg==,173444.0,173450,86.28,6,0.3002055431911773,0.05003425719852955
j_14178,M5,173451.0,173457,100.0,6,0.2433146273699508,0.0405524378949918
j_22910,R2_1,173463.0,173468,100.0,5,0.25153035918574346,0.05030607183714869
j_6193,R3_2,173530.0,173558,50.0,28,0.757398232513128,0.027049936875468857
j_6193,R2_1,173530.0,173595,53.83,65,1.347666962196867,0.0207333378799518
j_6193,M1,173530.0,173541,50.0,11,0.3237147241384822,0.029428611285316562
j_16013,R3_2,173557.0,173558,100.0,1,0.05067681649448543,0.05067681649448543
j_33576,M6,173577.0,173580,100.0,3,0.2728404146490216,0.0909468048830072
j_33576,R8_7,173611.0,173633,100.0,22,1.0946139258860805,0.0497551784493673
j_33576,J7_3_5_6,173611.0,173634,77.52,23,1.1587107502448009,0.05037872827151308
j_33576,M1,173611.0,173625,100.0,14,0.9465162213921652,0.0676083015280118
j_33576,J3_1_2,173611.0,173641,85.23,30,1.2460920494778882,0.04153640164926294
j_33576,J9_1_4_8,173611.0,173634,100.0,23,1.0806700307829546,0.046985653512302376
j_33576,R10_9,173611.0,173696,100.0,85,2.1520979453430025,0.0253187993569765
j_33576,R2_5,173611.0,173621,100.0,10,1.6286449145614075,0.16286449145614074
j_978,R3_7,173617.0,173618,50.0,1,0.06805065543937219,0.06805065543937219
j_31577,M1,173617.0,173621,50.0,4,0.16704658360534494,0.041761645901336235
j_978,R3_7_retry,173636.0,173638,50.0,2,0.08176934777808179,0.04088467388904089
j_13895,R10_9,173653.0,173656,100.0,3,0.23044468448695726,0.07681489482898575
j_40072,R18_17,173654.0,173705,100.0,51,2.82869527015944,0.055464613140381175
j_33999,R17_16,173699.0,173745,100.0,46,1.2828005082793175,0.02788696757128951
j_35873,M1,173710.0,173716,50.0,6,0.1658283406852013,0.027638056780866883
j_14204,R3_2,173712.0,174234,50.0,522,14.849896087029558,0.028448076795075782
j_14204,M1,173712.0,173722,50.0,10,0.2870640744891365,0.028706407448913653
j_36139,R10_9,173721.0,173722,100.0,1,0.07860101090579398,0.07860101090579398
j_22787,M1,173722.0,173725,50.0,3,0.5219911908895085,0.17399706362983616
j_4914,R10_9,173745.0,173903,100.0,158,5.878115394641494,0.03720326199140186
j_29573,M3,173746.0,173749,50.0,3,0.0999773788983516,0.0333257929661172
j_12154,R7_6,173784.0,174318,50.0,534,16.620130528093455,0.031123839940249916
j_36505,R3_2,173843.0,173845,100.0,2,0.08724444659258072,0.04362222329629036
j_36505,J2_1,173843.0,173845,100.0,2,0.08835202062240113,0.04417601031120057
j_36505,R4_3,173843.0,173846,100.0,3,0.10978462855800557,0.03659487618600186
j_2113,R2_1,173849.0,173858,100.0,9,0.27235332181257677,0.03026148020139742
j_29867,M1,173864.0,173869,50.0,5,0.24737125933571258,0.049474251867142514
j_38803,M1,173896.0,174664,50.0,768,28.07773703989509,0.0365595534373634
j_9016,M1,173918.0,173931,50.0,13,0.37287444484117904,0.028682649603167618
j_9016,J3_1_2,173918.0,174058,50.0,140,4.1924773225825485,0.029946266589875346
j_22914,M1,173919.0,173928,50.0,9,0.2589631651007797,0.028773685011197744
j_14570,M1,174029.0,174030,50.0,1,0.02575167887357668,0.02575167887357668
j_14570,M5_2_4,174029.0,174031,50.0,2,0.0521138870176869,0.02605694350884345
j_30240,M1,174040.0,174043,100.0,3,0.14409667752314798,0.048032225841049325
j_13025,R11_10,174048.0,174057,100.0,9,0.46971743866673465,0.05219082651852607
j_16333,R5_4,174048.0,174052,100.0,4,0.23013057545049123,0.05753264386262281
j_16162,R2_1,174056.0,174057,50.0,1,0.02832878571794009,0.02832878571794009
j_41618,M1,174065.0,174066,93.03,1,0.042607956862654985,0.042607956862654985
j_25166,R4_3,174099.0,174111,50.0,12,0.3812080525405695,0.031767337711714125
j_25166,M1,174099.0,174103,50.0,4,0.10129198129517482,0.025322995323793705
j_27541,M12,174127.0,174406,100.0,279,15.75895197715278,0.056483698842841504
j_35129,R5_4,174154.0,174157,100.0,3,0.156230270781157,0.05207675692705233
j_39369,M1,174158.0,174182,50.0,24,0.7881300808411851,0.03283875336838271
j_39369,M2,174158.0,174171,50.0,13,0.24724808992978595,0.019019083840752765
j_7678,R2_1,174165.0,174183,50.0,18,0.6162049825815543,0.034233610143419684
j_19041,R6_5,174183.0,174211,50.0,28,0.9950554284721816,0.03553769387400649
j_3181,R3_2,174221.0,174228,50.0,7,0.17617382907496107,0.025167689867851582
j_3181,J4_1_3,174221.0,174367,50.81,146,4.993980261805282,0.034205344258940285
j_3181,M2,174221.0,174226,50.0,5,0.14048437416208334,0.028096874832416668
j_3181,M1,174221.0,174392,50.0,171,4.03463928678047,0.023594381794037837
j_3181,R3_2_retry,174258.0,174266,50.0,8,0.22593157586342347,0.028241446982927933
j_22094,J6_1,174290.0,174454,50.0,164,6.065367730003495,0.036983949573192045
j_6065,task_LTQwOTUzODMzNjg5NjE2OTkzNDM=,174325.0,174353,400.0,28,4.6588996952164825,0.16638927482916008
j_17673,R4_3,174358.0,174366,50.0,8,0.15361778816375402,0.019202223520469252
j_1644,MergeTask,174363.0,174367,100.0,4,0.1389603744050391,0.03474009360125978
j_27394,M1,174398.0,174406,50.0,8,0.23408953406053054,0.029261191757566318
j_1405,M5,174412.0,174417,100.0,5,0.21829272940633673,0.043658545881267344
j_1405,R6_5,174417.0,174421,100.0,4,0.17108514911968,0.04277128727992
j_17673,R4_3_retry,174425.0,174434,50.0,9,0.172197361909219,0.019133040212135445
j_1405,J8_6_7,174426.0,174435,100.0,9,0.3870595739938873,0.04300661933265414
j_11083,M13,174429.0,174497,100.0,68,3.0651317082420326,0.04507546629767695
j_11083,M21,174429.0,174456,100.0,27,1.028263839995323,0.0380838459257527
j_11083,M18,174429.0,174441,100.0,12,0.5581606530149166,0.04651338775124305
j_11083,M1,174430.0,174460,100.0,30,1.4782186027570752,0.04927395342523584
j_11083,R19_18,174442.0,174452,100.0,10,0.3573246483754791,0.03573246483754791
j_22134,R22_21,174444.0,174456,50.0,12,0.32935705993371367,0.027446421661142806
j_1405,J3_2_7,174446.0,174456,100.0,10,1.2628716679494307,0.12628716679494306
j_21983,M3,174455.0,174463,50.0,8,0.26998377562297227,0.03374797195287153
j_32105,R4_3,174490.0,174497,100.0,7,0.3319914575831871,0.04742735108331244
j_16533,J5_2_3_4,174494.0,174545,50.0,51,3.33494577736216,0.06539109367376784
j_11083,R8_13,174497.0,174529,100.0,32,1.4486631788685889,0.0452707243396434
j_11083,R22_27,174499.0,174527,100.0,28,1.4042222324239444,0.05015079401514087
j_11083,J9_4_7_8,174534.0,174555,100.0,21,1.0509727935321234,0.05004632350152968
j_11083,J15_1_12_14,174540.0,174557,100.0,17,1.018722255305934,0.059924838547407884
j_14883,R19_21,174548.0,175000,50.0,452,15.202402987374084,0.03363363492781877
j_11083,R24_23,174549.0,174668,100.0,119,4.291395289463826,0.036062145289611984
j_11083,R5_9,174556.0,174577,100.0,21,0.5436567695375634,0.025888417597026828
j_11083,R10_9,174556.0,174565,100.0,9,0.43416870390977436,0.04824096710108604
j_11083,R16_15,174563.0,174577,100.0,14,0.6807323358871837,0.04862373827765598
j_11083,R11_10,174565.0,174570,100.0,5,0.24319257574158798,0.048638515148317595
j_11083,R3_2,174571.0,174574,100.0,3,0.13378369686613262,0.044594565622044204
j_11083,R17_16,174577.0,175066,95.16,489,24.64568900704536,0.05040018201849766
j_11083,R26_24_25,174596.0,174601,100.0,5,0.24768487607448308,0.04953697521489662
j_34900,R3_2,174615.0,174625,100.0,10,0.4980148473033573,0.04980148473033573
j_12873,M15_5_14,174648.0,174665,100.0,17,0.939970502752895,0.05529238251487617
j_23961,task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,174673.0,174678,100.0,5,0.24872959532281103,0.0497459190645622
j_40691,R1_3,174687.0,174691,100.0,4,0.14049065027844285,0.03512266256961071
j_40691,R4_3,174687.0,174688,100.0,1,0.11329486446455894,0.11329486446455894
j_22402,R3_2,174713.0,174716,100.0,3,0.12809293837772961,0.04269764612590987
j_4914,M7,174738.0,174744,100.0,6,0.34974540149645084,0.05829090024940847
j_12873,M15_5_14_retry,174750.0,174774,100.0,24,1.3008531212542813,0.054202213385595055
j_34176,M5_2_4,174799.0,174800,50.0,1,0.026144849640639012,0.026144849640639012
j_34176,M6,174799.0,174806,52.97,7,0.16131148954076677,0.023044498505823824
j_34176,M1,174799.0,174800,50.0,1,0.023365044742884363,0.023365044742884363
j_34176,J7_5_6,174799.0,174846,50.0,47,1.758916821585726,0.03742376216139843
j_26707,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,174812.0,174818,30.0,6,0.13990021388188797,0.023316702313647995
j_15729,M1,174815.0,174823,100.0,8,0.3926301494708781,0.04907876868385976
j_22491,M1,174828.0,174829,50.0,1,0.02817434500953662,0.02817434500953662
j_22561,M2,174848.0,174851,100.0,3,0.1463730685368081,0.048791022845602695
j_11083,J28_3_6_11_17_20_26_27,174884.0,175648,100.0,764,44.42429707760848,0.05814698570367602
j_15351,R3_2,174892.0,174962,95.32,70,3.9128167025976257,0.055897381465680365
j_33187,M1,174920.0,174921,50.0,1,0.026823026187694658,0.026823026187694658
j_15118,R4_1,174921.0,174923,100.0,2,0.1353722415414007,0.06768612077070035
j_31350,M1,174967.0,174969,100.0,2,0.09110716276366197,0.045553581381830986
j_31350,R6_5,174967.0,174969,100.0,2,0.10340149556275785,0.051700747781378925
j_31350,J5_1_2_4,174967.0,174968,100.0,1,0.09057927051633653,0.09057927051633653
j_31350,R7_6,174967.0,174968,100.0,1,0.0761771624543223,0.0761771624543223
j_31350,R4_3,174967.0,174968,100.0,1,0.04542762717989656,0.04542762717989656
j_35159,R13_12,174978.0,175483,50.0,505,20.969849221808097,0.04152445390457049
j_15118,R4_1_retry,174991.0,174994,100.0,3,0.1826742623908778,0.06089142079695927
j_31582,R11_10,175007.0,175070,50.0,63,1.8317132020255023,0.02907481273056353
j_31582,J9_1_2_8,175007.0,175042,50.0,35,1.5101217029700746,0.04314633437057356
j_31582,R10_9,175007.0,175068,50.0,61,1.8519204881659637,0.030359352265015797
j_31582,M4,175007.0,175019,45.53,12,0.6872607575258588,0.057271729793821564
j_31582,M2,175007.0,175008,50.0,1,0.022592386984832458,0.022592386984832458
j_31582,M5,175007.0,175011,50.0,4,0.11031909685356131,0.027579774213390328
j_31582,J8_3_4_7,175007.0,175063,50.0,56,1.9276836405321462,0.03442292215235975
j_31582,R6_5,175007.0,175011,50.0,4,0.10575890154652477,0.026439725386631193
j_31582,M7_6,175007.0,175016,50.0,9,0.25252465828515686,0.02805829536501743
j_31582,R12_11,175007.0,175071,50.0,64,2.411864067414294,0.037685376053348346
j_21478,R8_7,175017.0,175018,100.0,1,0.053103576275617737,0.053103576275617737
j_41941,R6_5,175018.0,175019,100.0,1,0.04248638510095024,0.04248638510095024
j_41941,M4,175018.0,175019,91.27,1,0.041890367910650095,0.041890367910650095
j_41941,M7_6,175018.0,175021,100.0,3,0.10915007486250025,0.036383358287500084
j_41941,J8_1_2_3_4_7,175018.0,175022,100.0,4,0.11881041914027592,0.02970260478506898
j_7610,R5_4,175019.0,175021,100.0,2,0.0580864296887394,0.0290432148443697
j_31582,M5_retry,175027.0,175032,50.0,5,0.12506959936841136,0.02501391987368227
j_17993,M1,175034.0,175039,50.0,5,0.15795070959175336,0.031590141918350675
j_34339,M1,175041.0,175042,100.0,1,0.04958236329528071,0.04958236329528071
j_10472,M1,175044.0,175048,50.0,4,0.10970463262930052,0.02742615815732513
j_37972,M1,175094.0,175098,50.0,4,0.09791714967621924,0.02447928741905481
j_37972,R2_1,175094.0,175098,50.0,4,0.10897000790041225,0.027242501975103063
j_8388,R2_1,175106.0,175110,100.0,4,0.1971971850354239,0.04929929625885598
j_37972,R2_1_retry,175111.0,175117,50.0,6,0.1357418161555175,0.022623636025919585
j_18501,M7,175113.0,175136,100.0,23,1.3065840618165707,0.05680800268767699
j_42562,R3_2,175119.0,175121,100.0,2,0.07971678326226025,0.03985839163113013
j_42562,J7_3_6,175119.0,175128,100.0,9,0.22324615398991043,0.02480512822110116
j_42562,M4,175119.0,175120,100.0,1,0.0386760509357451,0.0386760509357451
j_42562,R5_4,175119.0,175121,100.0,2,0.08820886943313352,0.04410443471656676
j_42562,R2_1,175119.0,175120,100.0,1,0.0436189951872482,0.0436189951872482
j_13456,M10,175143.0,175152,50.0,9,0.2925175495078346,0.032501949945314954
j_42562,R5_4_retry,175177.0,175179,100.0,2,0.11063509017968447,0.055317545089842234
j_14048,R7_6,175177.0,175181,100.0,4,0.18074130894062035,0.04518532723515509
j_19167,R4_3,175178.0,175183,50.0,5,0.10185140681760474,0.020370281363520946
j_43084,M1,175219.0,175266,100.0,47,1.5948341639823713,0.033932641786858966
j_25695,R31_8_15_30,175247.0,175302,50.0,55,1.7738257062844467,0.03225137647789903
j_37863,M1,175259.0,175265,100.0,6,0.2927009487122853,0.04878349145204755
j_23066,M6_2_5,175264.0,175265,100.0,1,0.046912426680456906,0.046912426680456906
j_22301,R12_11,175273.0,175278,100.0,5,0.24627504109569875,0.04925500821913975
j_15921,J5_3_4,175284.0,175292,100.0,8,0.23121917888645793,0.02890239736080724
j_23729,R2_1,175289.0,175297,100.0,8,0.2642226415721634,0.033027830196520426
j_42993,M1,175306.0,175307,50.0,1,0.033198280719976374,0.033198280719976374
j_15640,R2_1,175337.0,175340,100.0,3,0.13052159691756574,0.043507198972521914
j_26893,J3_1_2,175382.0,175389,100.0,7,0.46536659423664894,0.06648094203380699
j_2958,M2,175384.0,175386,100.0,2,0.09628843473405439,0.048144217367027196
j_41777,R6_7,175414.0,175509,50.0,95,2.7705722396709676,0.029163918312325975
j_24799,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,175427.0,175655,10.0,228,5.492534286992142,0.024090062662246236
j_16222,task_ODYzMjgxNTM3NDQ2NzUwMjQxMg==,175446.0,176455,200.0,1009,55.40373112083099,0.054909545213905835
j_16222,task_OTg1NjA1OTIxMzA4ODkxNg==,175446.0,175509,200.0,63,3.3834335962547653,0.05370529517864707
j_24246,R5_18,175481.0,175510,100.0,29,1.7092305125019167,0.05893898318972127
j_23609,M1,175580.0,175581,100.0,1,0.047910261592788626,0.047910261592788626
j_5223,R2_1,175593.0,175594,50.0,1,0.025420242366832307,0.025420242366832307
j_11840,MergeTask,175615.0,175618,100.0,3,0.16298611672738403,0.054328705575794674
j_7813,M1,175618.0,175621,50.0,3,0.0851694613455037,0.028389820448501232
j_7813,R3_2,175618.0,175624,50.0,6,0.124962585144076,0.020827097524012666
j_7813,R2_1,175618.0,175621,50.0,3,0.0920209091564992,0.030673636385499733
j_26173,R4_3,175627.0,175628,100.0,1,0.04631667247699351,0.04631667247699351
j_504,M1,175644.0,175647,100.0,3,0.15704147503527108,0.05234715834509036
j_11083,R29_28,175648.0,175652,100.0,4,0.28398893517938995,0.07099723379484749
j_24733,R2_1,175657.0,175685,50.0,28,0.6218556083918433,0.02220912887113726
j_24733,M1,175657.0,175671,50.0,14,0.43901753551648565,0.03135839539403469
j_22706,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,175682.0,176374,5.0,692,17.692646332694622,0.025567407995223442
j_8973,M1,175744.0,175745,100.0,1,0.04129156370454706,0.04129156370454706
j_8973,R2_1,175744.0,175745,100.0,1,0.042922515148929835,0.042922515148929835
j_8753,M6,175748.0,175749,100.0,1,0.036842056996679806,0.036842056996679806
j_8753,R8_7,175748.0,175749,100.0,1,0.0522011644981064,0.0522011644981064
j_8753,R4_6,175748.0,175750,94.3,2,0.04815821268571259,0.024079106342856295
j_8753,M1,175748.0,175749,100.0,1,0.04419997687872241,0.04419997687872241
j_8753,J9_5_8,175748.0,175749,100.0,1,0.046830422544003575,0.046830422544003575
j_8753,R10_9,175748.0,175749,100.0,1,0.045072467604798765,0.045072467604798765
j_23449,M1,175790.0,175981,100.0,191,12.15138488080805,0.06361981612988508
j_17676,M3,175797.0,175799,50.0,2,0.08684738915500306,0.04342369457750153
j_18469,R6_5,175808.0,175840,100.0,32,1.3940482671501977,0.04356400834844368
j_18469,M4_3,175808.0,175831,100.0,23,1.0572096432695628,0.045965636663894034
j_18469,M1,175808.0,175810,100.0,2,0.09321044906055714,0.04660522453027857
j_18469,R3_2,175808.0,175810,100.0,2,0.08503174128007296,0.04251587064003648
j_18469,M2,175808.0,175809,100.0,1,0.04664675055880201,0.04664675055880201
j_18789,J4_2_3,175828.0,175829,50.61,1,0.024665722371509734,0.024665722371509734
j_18789,R5_4,175828.0,175829,50.0,1,0.044440485577790165,0.044440485577790165
j_36315,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,175832.0,176575,5.0,743,19.304341474276526,0.02598161705824566
j_41337,R2_1,175845.0,176103,50.0,258,9.126688324153694,0.03537476094633215
j_9371,M8,175885.0,175889,100.0,4,0.17757671340940195,0.04439417835235049
j_9371,R4_3,175885.0,175893,100.0,8,0.3919791649840245,0.048997395623003065
j_9371,M1,175885.0,175890,100.0,5,0.2389395079360642,0.04778790158721284
j_9371,M7_4,175885.0,175894,100.0,9,0.4133405971385998,0.04592673301539998
j_9371,M5,175885.0,175891,92.72,6,0.4666333346848229,0.07777222244747048
j_9371,J10_6_7_9,175885.0,175897,100.0,12,0.6166423536656428,0.05138686280547023
j_9371,R2_1,175885.0,175893,100.0,8,0.4176285521525319,0.05220356901906649
j_9371,R3_2,175885.0,175902,100.0,17,0.4398770514523691,0.02587512067366877
j_9371,R6_5,175885.0,175897,100.0,12,0.5239628637681245,0.043663571980677045
j_9371,R11_7_10,175885.0,175907,100.0,22,0.6628923765184656,0.030131471659930253
j_14912,R4_3,175892.0,175896,100.0,4,0.18533762287496294,0.046334405718740736
j_18469,M2_retry,175895.0,175897,100.0,2,0.05835102901293439,0.029175514506467194
j_1397,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,175895.0,175899,5.0,4,0.06515799128779032,0.01628949782194758
j_28262,M1,175910.0,175917,50.0,7,0.23337981200477473,0.033339973143539245
j_10460,M1,175930.0,175935,100.0,5,0.12957963736415676,0.025915927472831352
j_14397,J3_1_2,175943.0,176179,57.01,236,10.240194238579514,0.04339065355330302
