jobs_total,jobs_completed,carbon_kg,avg_jct_h,tail_jct_h,preemptions,avg_wait_h,starvation_penalty,policy,seed,noise_pct,congestion,capacity,dataset_track,carbon_per_completed_job,preempt_per_completed_job,n_carbon,n_avg_jct,n_tail_jct,n_preempt,n_starvation,overall_score
250,215,59.52083135246591,1.6263565891472866,7.274999999999999,432,2.096,0.5748986865528262,q_v1,3,20.0,high,6,v1_clean,0.276841076057981,2.0093023255813955,0.06246350522592231,0.1029548799763453,0.1394389438943895,1.0,0.18225402846739994,0.19553834164467923
250,225,59.566134655625255,2.672592592592592,8.466666666666663,300,2.9076666666666666,0.580611872138067,q_v2,3,20.0,high,6,v1_clean,0.26473837624722335,1.3333333333333333,0.0,0.3740862541154746,0.25742574257425727,0.6635802469135802,0.23550831530311178,0.22908254268832845
250,219,61.79148936819938,1.528919330289193,5.8666666666666645,410,1.896,0.5553462495536368,q_double_v2,3,20.0,high,6,v1_clean,0.2821529194894949,1.8721461187214612,0.08987857501462597,0.07770407824561891,0.0,0.931739387789616,0.0,0.14017225568320446
250,173,78.69132865748954,5.122350674373795,11.41666666666667,0,4.276,0.5260077446741321,fcfs,3,20.0,high,8,v1_clean,0.45486317143057536,0.0,1.0,1.0,0.7186278766825884,0.0,0.2276063118421252,0.7524176003548597
250,173,71.89038245553188,4.33766859344894,14.116666666666665,281,4.127,0.5646404185593354,carbon,3,20.0,high,8,v1_clean,0.41555134367359464,1.6242774566473988,0.6567962208584246,0.8117480454691022,1.0,0.6650121471056379,0.5819039353367894,0.7669198946385117
250,236,80.40455532127382,0.95409604519774,4.520833333333333,70,0.737,0.6102296854573223,srtf,3,20.0,high,8,v1_clean,0.3406972683104823,0.2966101694915254,0.003298202206606515,0.0,0.0,0.12143822156718251,1.0,0.11329819292903054
250,226,78.1971315421664,1.450221238938053,6.083333333333333,552,1.3016666666666665,0.5011895132310891,q_v1,3,20.0,high,8,v1_clean,0.34600500682374513,2.4424778761061945,0.04963631519662428,0.11902468488072739,0.16283108988276165,1.0,0.0,0.1818854197656544
250,231,78.61379989266665,1.8715728715728712,5.333333333333333,397,1.693,0.5246952601887721,q_v2,3,20.0,high,8,v1_clean,0.340319480054834,1.7186147186147187,0.0,0.22011055177703726,0.08467216673903606,0.703635736244432,0.21556960593306876,0.15711068625791652
250,229,78.71993623450582,1.425764192139738,5.5333333333333306,480,1.2363333333333333,0.5111334523562092,q_double_v2,3,20.0,high,8,v1_clean,0.3437551800633442,2.096069868995633,0.029994668123973722,0.11315722980081792,0.10551454624402928,0.858173533320676,0.09119518909497658,0.154445088606127
160,95,41.899309313012914,1.82719298245614,6.6083333333333325,0,2.2453125,0.1828569724857537,fcfs,4,10.0,moderate,6,v1_clean,0.44104536118960963,0.0,1.0,1.0,1.0,0.0,0.0,0.8
160,113,46.644995392700864,1.5486725663716814,4.983333333333332,94,1.75625,0.1910144620812252,carbon,4,10.0,moderate,6,v1_clean,0.4127875698469103,0.831858407079646,0.7930084244046408,0.727581342831218,0.18918918918918864,0.7137550529880913,0.10901712921811367,0.5526437326257856
160,146,44.46119545618272,0.8047945205479452,4.604166666666666,44,0.60625,0.2576845675066295,srtf,4,10.0,moderate,6,v1_clean,0.3045287360012515,0.3013698630136986,0.0,0.0,0.0,0.25858278369693893,1.0,0.1258582783696939
160,140,43.11732354962759,1.0910714285714285,5.36249999999999,163,1.0114583333333331,0.2164859389278035,q_v1,4,10.0,moderate,6,v1_clean,0.30798088249733996,1.1642857142857144,0.025287370613838102,0.280005221730458,0.37837837837837374,0.9989858906525573,0.449419314260572,0.30428673914684135
160,142,43.951131007802374,1.3550469483568075,5.062499999999995,130,1.2385416666666667,0.2091034364813923,q_v2,4,10.0,moderate,6,v1_clean,0.3095150070971998,0.9154929577464789,0.03652500996906794,0.5381976287228332,0.22869022869022634,0.7855155625108676,0.35075915493897963,0.2912233081512817
160,139,45.08875238392788,1.079736211031175,4.9499999999999975,162,1.0109375,0.19743016868149335,q_double_v2,4,10.0,moderate,6,v1_clean,0.324379513553438,1.1654676258992807,0.14540923147490276,0.26891833343536264,0.17255717255717162,1.0,0.19475697691037577,0.267291888533619
160,114,47.311533553583125,2.198099415204678,6.279166666666666,0,1.8458333333333332,0.17305844402866954,fcfs,4,10.0,moderate,8,v1_clean,0.4150134522244134,0.0,1.0,1.0,1.0,0.0,0.02190608631753259,0.8021906086317533
160,135,51.46884268987567,1.1814814814814814,4.908333333333332,103,1.0286458333333333,0.1718091733902778,carbon,4,10.0,moderate,8,v1_clean,0.38125068659167166,0.762962962962963,0.6178249394694235,0.2287243875566597,0.1916461916461913,0.46772946859903386,0.0,0.3566681010970814
160,150,49.000460189161885,0.88,4.795833333333332,34,0.41666666666666663,0.2288376457647291,srtf,4,10.0,moderate,8,v1_clean,0.32666973459441256,0.22666666666666666,0.0,0.0,0.1253071253071245,0.13895652173913042,1.0,0.1452224335006942
160,142,48.43527252354983,1.0809859154929577,6.166666666666666,219,0.7427083333333333,0.19021919203413748,q_v1,4,10.0,moderate,8,v1_clean,0.341093468475703,1.5422535211267605,0.16326835985892718,0.15248160584438775,0.9336609336609337,0.9454684629516228,0.3228215289194272,0.44788447972184053
160,142,48.84803538751106,1.164906103286385,5.07083333333333,173,0.8359375,0.17998888793972348,q_v2,4,10.0,moderate,8,v1_clean,0.34400024920782435,1.2183098591549295,0.19617144352012736,0.21614917660982647,0.28746928746928585,0.7468769136558482,0.14343211748225246,0.2727880655351414
160,141,50.334264905304416,0.9793144208037824,4.583333333333333,230,0.6880208333333333,0.18275702485341924,q_double_v2,4,10.0,moderate,8,v1_clean,0.35698060216527955,1.6312056737588652,0.34310156266928094,0.07534668452027236,0.0,1.0,0.19197167673118448,0.25435205151142126
250,114,54.53126078786913,4.771198830409356,9.316666666666663,0,4.584,0.5385841222810125,fcfs,4,10.0,high,6,v1_clean,0.478344392876045,0.0,1.0,1.0,0.5815672745194678,0.0,0.14389808715067126,0.7097816273449341
250,116,54.31705736539143,3.8893678160919536,12.854166666666666,188,4.691333333333333,0.586104069068955,carbon,4,10.0,high,6,v1_clean,0.46825049452923645,1.6206896551724137,0.9514296377219639,0.7669812005532181,1.0,1.0,0.4852467243960635,0.8849212857529373
250,215,58.45196021811661,0.9868217054263565,4.3999999999999915,82,1.272,0.657764083484168,srtf,4,10.0,high,6,v1_clean,0.2718695824098447,0.3813953488372093,0.006473415813329462,0.0,0.0,0.23532904502721427,1.0,0.12579860003738674
250,208,57.29074193552343,1.409455128205128,5.220833333333331,310,1.7933333333333332,0.5361684823402193,q_v1,4,10.0,high,6,v1_clean,0.2754362593054011,1.4903846153846154,0.023635743290170746,0.11167846354125449,0.09709216362740336,0.9195990180032734,0.12654589175481024,0.15949573474246986
250,214,57.93498512276535,1.4478193146417442,5.166666666666666,267,1.7136666666666664,0.5185517310593337,q_v2,4,10.0,high,6,v1_clean,0.27072422954563247,1.2476635514018692,0.0009621453765151312,0.1218159802763998,0.09068506653523989,0.7698349572479619,0.0,0.12435470929566642
250,209,56.53957376371267,1.5913078149920254,5.566666666666665,317,1.9903333333333333,0.5238932689916749,q_double_v2,4,10.0,high,6,v1_clean,0.2705242763814003,1.5167464114832536,0.0,0.1597319954121603,0.13799901429275568,0.9358648070854119,0.03836971245224264,0.16386960460938643
250,142,72.24173236637228,2.3861502347417836,6.995833333333333,0,2.744,0.20719165760199276,fcfs,4,10.0,high,8,v1_clean,0.5087445941293822,0.0,1.0,1.0,1.0,0.0,0.0,0.8
250,165,76.91324856255918,2.178282828282828,6.199999999999996,199,2.437,0.36959924679834333,carbon,4,10.0,high,8,v1_clean,0.4661409003791465,1.206060606060606,0.758354483097071,0.8565187674879312,0.655855855855855,0.6756465175313342,0.6960866841357846,0.7378651067122367
250,225,74.79855402386774,0.9374074074074072,4.683333333333327,80,0.7983333333333332,0.44050683644065297,srtf,4,10.0,high,8,v1_clean,0.33243801788385663,0.35555555555555557,0.0,0.0,0.0,0.19918557300756254,1.0,0.11991855730075626
250,214,74.09297105733303,1.5416666666666665,6.445833333333333,382,1.416,0.30339213957000205,q_v1,4,10.0,high,8,v1_clean,0.3462288367165095,1.7850467289719627,0.07822067177714175,0.41709214904005426,0.7621621621621628,1.0,0.41231986040022234,0.44256819151057336
250,165,75.85284697197964,1.7484848484848485,6.13333333333333,273,2.112333333333333,0.31764373931660717,q_v2,4,10.0,high,8,v1_clean,0.4597142240726039,1.6545454545454545,0.7219027724269439,0.5598491504318875,0.6270270270270268,0.9268919562113279,0.47340289759284426,0.6614220425729818
250,217,75.61278202993346,1.553379416282642,5.916666666666666,351,1.445,0.2850543043141889,q_double_v2,4,10.0,high,8,v1_clean,0.3484460001379422,1.6175115207373272,0.09079628562347414,0.42517691701611143,0.5333333333333344,0.9061451974811204,0.3337230226501419,0.3741342387178981
160,95,42.007440268487315,1.82719298245614,6.6083333333333325,0,2.2453125,0.1828569724857537,fcfs,4,20.0,moderate,6,v1_clean,0.44218358177355066,0.0,1.0,1.0,1.0,0.0,0.0,0.8
160,108,45.72752729902526,1.4814814814814812,5.579166666666664,163,1.81875,0.19176023857605365,carbon,4,20.0,moderate,6,v1_clean,0.4234030305465302,1.5092592592592593,0.8633126106389715,0.6618622642199342,0.48648648648648546,1.0,0.11898372636212716,0.6680518608254609
160,146,44.56119811520118,0.8047945205479452,4.604166666666666,44,0.60625,0.2576845675066295,srtf,4,20.0,moderate,6,v1_clean,0.305213685720556,0.3013698630136986,0.003114589863635086,0.0,0.0,0.19968064543238925,1.0,0.12105817099551121
160,140,43.14240639154303,1.0928571428571427,5.36249999999999,165,1.0130208333333333,0.21105789201126976,q_v1,4,20.0,moderate,6,v1_clean,0.3081600456538788,1.1785714285714286,0.024558595555246306,0.28175181501306273,0.37837837837837374,0.7808939526730938,0.37687860364412923,0.2753177216732645
160,142,43.27957619038856,1.328638497652582,4.833333333333333,150,1.159375,0.21774622611651234,q_v2,4,20.0,moderate,6,v1_clean,0.30478574781963774,1.056338028169014,0.0,0.5123677280645937,0.1143451143451145,0.6999049511794694,0.46626185995988595,0.2476765053131329
160,141,44.50228068693093,1.0957446808510638,5.25,162,1.0296875,0.19927518909145292,q_double_v2,4,20.0,moderate,6,v1_clean,0.3156190119640492,1.148936170212766,0.07884596017754703,0.2845760935125939,0.3222453222453226,0.7612583213679677,0.21941392879349905,0.26313986034213754
160,114,47.4130229346506,2.198099415204678,6.279166666666666,0,1.8458333333333332,0.17305844402866954,fcfs,4,20.0,moderate,8,v1_clean,0.4159037099530754,0.0,1.0,1.0,1.0,0.0,0.11944244089969092,0.8119442440899691
160,140,50.667990369111386,1.3922619047619047,5.1916666666666575,181,1.0723958333333332,0.1654923242015927,carbon,4,20.0,moderate,8,v1_clean,0.3619142169222242,1.292857142857143,0.39084680200335364,0.3886367741710584,0.2668539325842645,0.6749474789915967,0.0,0.34873196658061123
160,150,49.09099614055507,0.88,4.795833333333332,34,0.41666666666666663,0.2288376457647291,srtf,4,20.0,moderate,8,v1_clean,0.3272733076037005,0.22666666666666666,0.0,0.0,0.0,0.11833333333333333,1.0,0.11183333333333334
160,142,48.481117576332025,1.0968309859154928,6.166666666666666,217,0.7567708333333333,0.18919895470472187,q_v1,4,20.0,moderate,8,v1_clean,0.3414163209600847,1.528169014084507,0.159572934134197,0.16450275556933058,0.9241573033707867,0.7977941176470589,0.37424437856078635,0.43699425352431626
160,143,48.66617945130769,1.224941724941725,5.408333333333333,196,0.8520833333333332,0.18364837084566898,q_v2,4,20.0,moderate,8,v1_clean,0.34032293322592794,1.3706293706293706,0.14723644794916674,0.26169628858242183,0.41292134831460753,0.7155491567256274,0.28662016698392023,0.3073192839482994
160,142,49.467176432431344,1.033450704225352,4.829166666666666,272,0.7333333333333333,0.18458538712736788,q_double_v2,4,20.0,moderate,8,v1_clean,0.34836039741148833,1.9154929577464788,0.23792163014970857,0.11641815666955875,0.022471910112360056,1.0,0.30141236092305707,0.24231541550670546
250,114,54.3510136144687,4.771198830409356,9.316666666666663,0,4.584,0.5385841222810125,fcfs,4,20.0,high,6,v1_clean,0.47676327731990087,0.0,1.0,1.0,0.674505611972207,0.0,0.1127467684251326,0.7299010798355651
250,116,53.45321021806419,3.132183908045977,11.854166666666666,334,4.396,0.5713946545587663,carbon,4,20.0,high,6,v1_clean,0.46080353636262233,2.8793103448275863,0.922555776223716,0.5668996856726476,1.0,1.0,0.3570097342731005,0.8219754322401401
250,215,58.419545017293686,0.9868217054263565,4.3999999999999915,82,1.272,0.657764083484168,srtf,4,20.0,high,6,v1_clean,0.2717188140339241,0.3813953488372093,0.005027127864171119,0.0,0.04382683057188579,0.13246066007519844,1.0,0.1259622684029512
250,208,57.21109074128653,1.3481570512820513,4.666666666666666,402,1.702,0.5234394544359176,q_v1,4,20.0,high,6,v1_clean,0.27505332087156986,1.9326923076923077,0.021207734705437884,0.09548079747927289,0.07803313735970081,0.6712344541685858,0.0,0.11315059639954164
250,214,57.926123743403565,1.2437694704049842,4.75833333333333,292,1.5413333333333332,0.5379555150746413,q_v2,4,20.0,high,6,v1_clean,0.2706828212308578,1.3644859813084111,0.0,0.06789697656778378,0.08979155531801154,0.4738933348256757,0.10806700708259173,0.09422331833388639
250,207,57.75621302821285,1.0865539452495971,4.058333333333332,404,1.615,0.5524308688897026,q_double_v2,4,20.0,high,6,v1_clean,0.2790155218754244,1.9516908212560387,0.04043421100041727,0.026353673677194277,0.0,0.6778327403164685,0.21583096606483915,0.10878907922371565
250,142,72.05554078759415,2.3861502347417836,6.995833333333333,0,2.744,0.20719165760199276,fcfs,4,20.0,high,8,v1_clean,0.5074333858281278,0.0,1.0,1.0,1.0,0.0,0.0,0.8
250,158,74.77661560983967,1.9388185654008434,6.037500000000001,330,2.399,0.36184676781859065,carbon,4,20.0,high,8,v1_clean,0.4732697190496181,2.088607594936709,0.8048249151095132,0.6912276900352211,0.5855855855855875,1.0,0.6628591889580551,0.7326165735875761
250,225,74.78825828594782,0.9374074074074072,4.683333333333327,80,0.7983333333333332,0.44050683644065297,srtf,4,20.0,high,8,v1_clean,0.332392259048657,0.35555555555555557,0.0,0.0,0.0,0.17023569023569024,1.0,0.11702356902356903
250,215,72.99237894658039,1.5,6.38333333333333,354,1.3813333333333333,0.2974214245500302,q_v1,4,20.0,high,8,v1_clean,0.339499436960839,1.6465116279069767,0.04060290311736934,0.38833158099408066,0.7351351351351346,0.7883298097251585,0.3867290906539442,0.3931670061115893
250,217,73.88848941616875,1.7407834101382489,5.766666666666666,353,1.614,0.3179616392524174,q_v2,4,20.0,high,8,v1_clean,0.3404999512265841,1.6267281105990783,0.04631878420287914,0.5545332046330255,0.46846846846846957,0.7788577014383465,0.4747654319011245,0.3695976458486773
250,216,74.88173603512747,1.6138117283950617,6.125,362,1.499,0.30056380766872093,q_double_v2,4,20.0,high,8,v1_clean,0.3466747038663309,1.6759259259259258,0.08159479478024595,0.46689054000854585,0.6234234234234246,0.8024130190796857,0.4001974947857805,0.398053193417198
160,133,48.99207793244628,2.3458646616541348,5.933333333333331,0,1.8671875,0.22199313666689757,fcfs,5,10.0,moderate,6,v1_clean,0.3683614882138818,0.0,1.0,1.0,0.9698375870069571,0.0,0.0,0.7924593967517393
160,138,50.313122778026475,2.0072463768115942,4.858333333333334,97,1.7682291666666665,0.2688248391936305,carbon,5,10.0,moderate,6,v1_clean,0.36458784621758317,0.7028985507246377,0.8918366376285118,0.7378670661328661,0.3712296983758729,0.5074584658890068,0.40991650613288266,0.6442611581927095
160,151,50.60092819371588,1.054083885209713,5.625,33,0.5479166666666666,0.336240067019957,srtf,5,10.0,moderate,6,v1_clean,0.33510548472659524,0.2185430463576159,0.04678791476482762,0.0,0.7981438515081197,0.15777741883379098,1.0,0.33168947492809875
160,148,49.3540234257273,1.4115990990990988,5.987500000000004,127,0.9213541666666666,0.2614597716423881,q_v1,5,10.0,moderate,6,v1_clean,0.3334731312549142,0.8581081081081081,0.0,0.2767615220853751,1.0,0.6195121951219512,0.3454502878416605,0.40184855271343617
160,140,51.41038921115309,1.8726190476190474,4.1916666666666575,102,1.565625,0.2580326695412869,q_v2,5,10.0,moderate,6,v1_clean,0.36721706579395064,0.7285714285714285,0.9671975833864249,0.6336486634073638,0.0,0.525993031358885,0.3154529645830805,0.549393486460918
160,148,50.16753883146482,1.3147522522522521,5.191666666666667,205,0.8572916666666666,0.22808552617120847,q_double_v2,5,10.0,moderate,6,v1_clean,0.3389698569693569,1.385135135135135,0.15755186525141993,0.20178994129330446,0.5568445475638064,1.0,0.053326505014038246,0.3400449284890133
160,153,56.36964614199951,1.758714596949891,5.316666666666667,0,0.9546875,0.1121565409799277,fcfs,5,10.0,moderate,8,v1_clean,0.36842905975163076,0.0,0.21993336390297202,1.0,0.6336633663366332,0.0,0.3668270677253189,0.47207522572273036
160,154,56.46283065325428,1.7370129870129871,5.754166666666665,107,0.9182291666666667,0.14016728926936212,carbon,5,10.0,moderate,8,v1_clean,0.3666417574886642,0.6948051948051948,0.0,0.9746215567871621,0.8935643564356417,0.6216678058783321,0.927430608944037,0.5732252419485797
160,153,57.33955298287397,0.9035947712418301,4.250000000000002,24,0.21822916666666664,0.14379324379324382,srtf,5,10.0,moderate,8,v1_clean,0.37476832014950306,0.1568627450980392,1.0,0.0,0.0,0.14035087719298245,1.0,0.46403508771929824
160,154,57.1389602422921,1.1001082251082248,5.399999999999996,102,0.3338541666666667,0.13475718872189135,q_v1,5,10.0,moderate,8,v1_clean,0.3710322093655331,0.6623376623376623,0.5402594011889046,0.2298080899991725,0.68316831683168,0.592617908407382,0.819153547084699,0.5470216331730792
160,153,56.763651103326616,1.574074074074074,5.9333333333333345,141,0.7734375,0.12517176439665287,q_v2,5,10.0,moderate,8,v1_clean,0.37100425557729816,0.9215686274509803,0.5368195965135953,0.784076433121019,1.0,0.8245614035087718,0.6273120880387923,0.7398894945587187
160,153,56.876971588873005,1.2009803921568627,4.800000000000006,171,0.4578125,0.0938279006765365,q_double_v2,5,10.0,moderate,8,v1_clean,0.3717449123455752,1.1176470588235294,0.6279598238382688,0.34777070063694265,0.3267326732673294,1.0,0.0,0.471023246787615
250,120,55.66978985245415,3.165972222222222,8.60833333333333,0,4.509,0.34415785199824284,fcfs,5,10.0,high,6,v1_clean,0.46391491543711794,0.0,1.0,1.0,1.0,0.0,0.0,0.8
250,139,57.37703772068565,2.9370503597122295,8.083333333333332,154,4.146,0.4394976328745457,carbon,5,10.0,high,6,v1_clean,0.41278444403370973,1.1079136690647482,0.7480561531260344,0.8922272829108893,0.8747514910536782,0.7707225523928684,0.553314548817493,0.7913566930607455
250,221,57.67459043113507,1.0418552036199094,4.416666666666666,62,1.307,0.5164645102635219,srtf,5,10.0,high,6,v1_clean,0.26097099742595053,0.28054298642533937,0.0,0.0,0.0,0.19516033838284477,1.0,0.11951603383828449
250,208,56.50447735736925,2.474358974358975,7.412499999999994,299,2.8326666666666664,0.4139782712282252,q_v1,5,10.0,high,6,v1_clean,0.2716561411411983,1.4375,0.052650721539040095,0.6743996485097914,0.7147117296222655,1.0,0.40521022189687295,0.47250663683587596
250,158,59.07874668439661,2.1518987341772147,6.595833333333333,186,3.216,0.45069744939315487,q_v2,5,10.0,high,6,v1_clean,0.3739161182556748,1.1772151898734178,0.5565336568672593,0.5225905733233678,0.5198807157057658,0.8189323059988993,0.6183138740401215,0.5729996914985579
250,208,56.444376891484076,2.3882211538461537,7.333333333333333,283,2.654333333333333,0.4062863633884221,q_double_v2,5,10.0,high,6,v1_clean,0.2713671965936734,1.3605769230769231,0.0512269560458117,0.6338473532461808,0.6958250497017897,0.9464882943143813,0.3605694174309141,0.44936093886524725
250,168,68.53446310136475,3.056051587301587,7.916666666666666,0,3.2586666666666666,0.2756850045327552,fcfs,5,10.0,high,8,v1_clean,0.40794323274621874,0.0,0.992629491958016,1.0,1.0,0.0,0.0,0.7974203221853056
250,173,70.6918214384468,2.535163776493256,6.916666666666666,144,2.9566666666666666,0.3529155879601515,carbon,5,10.0,high,8,v1_clean,0.408623245308941,0.8323699421965318,1.0,0.745343441458062,0.6159999999999999,0.4768786127167631,0.7040399729525136,0.7711605468585401
250,228,72.16800483994314,1.0105994152046782,5.408333333333322,50,0.8546666666666666,0.3853813092802207,srtf,5,10.0,high,8,v1_clean,0.31652633701729443,0.21929824561403508,0.001781672256123613,0.0,0.03679999999999553,0.12563961988304093,1.0,0.12238754727794625
250,220,69.59963068096319,2.0897727272727273,6.5041666666666655,384,1.9436666666666664,0.3328791290243523,q_v1,5,10.0,high,8,v1_clean,0.31636195764074176,1.7454545454545454,0.0,0.5275964536299704,0.4575999999999997,1.0,0.5213860633069188,0.3720578970566859
250,186,72.63040888842247,2.064516129032258,5.3125,192,2.4106666666666667,0.3306825069666421,q_v2,5,10.0,high,8,v1_clean,0.3904860692925939,1.032258064516129,0.8034150999325509,0.5152487690519549,0.0,0.5913978494623656,0.5013614867018353,0.4935209724032039
250,220,70.53930129438359,1.625,6.416666666666666,259,1.5453333333333332,0.32726775788242096,q_double_v2,5,10.0,high,8,v1_clean,0.3206331877017436,1.1772727272727272,0.04629493224029696,0.30037396775963965,0.4239999999999999,0.6744791666666667,0.4702323698908151,0.29674917349178004
160,133,49.322030868241264,2.3458646616541348,5.933333333333331,0,1.8671875,0.22199313666689757,fcfs,5,20.0,moderate,6,v1_clean,0.37084233735519745,0.0,0.9786105984923299,1.0,1.0,0.0,0.0,0.7925137094723155
160,135,50.16663508810711,1.979012345679012,4.933333333333332,153,1.7953125,0.26826353726379915,carbon,5,20.0,moderate,6,v1_clean,0.37160470435634896,1.1333333333333333,1.0,0.7160103922703743,0.0,0.85,0.40500344695399065,0.6187024231494739
160,151,50.97811160304659,1.054083885209713,5.625,33,0.5479166666666666,0.336240067019957,srtf,5,20.0,moderate,6,v1_clean,0.3376033880996463,0.2185430463576159,0.046039762863042455,0.0,0.6916666666666689,0.16390728476821192,1.0,0.30542131214555324
160,148,49.72243905672235,1.3434684684684683,5.883333333333335,154,0.8583333333333332,0.2519736996058078,q_v1,5,20.0,moderate,6,v1_clean,0.3359624260589348,1.0405405405405406,0.0,0.22401988676072082,0.9500000000000037,0.7804054054054055,0.2624189800659039,0.386586415899276
160,147,50.267496388041714,1.893990929705215,5.3416666666666535,169,1.4192708333333333,0.2442078562547243,q_v2,5,20.0,moderate,6,v1_clean,0.3419557577417804,1.1496598639455782,0.1681523171115696,0.6501931750426839,0.40833333333332206,0.8622448979591837,0.19444478306048277,0.39664424743288335
160,147,50.43691829166893,1.328798185941043,5.0,196,0.8671875,0.23672691067607976,q_double_v2,5,20.0,moderate,6,v1_clean,0.3431082876984281,1.3333333333333333,0.20048835205946278,0.21266325195477115,0.06666666666666826,1.0,0.12896428782506567,0.24226666906093983
160,153,56.76974328505904,1.758714596949891,5.316666666666667,0,0.9546875,0.1121565409799277,fcfs,5,20.0,moderate,8,v1_clean,0.37104407375855586,0.0,0.21779237218608444,1.0,0.5818181818181819,0.0,0.0,0.4216818757196751
160,153,56.633068868162354,1.705337690631808,5.46666666666667,165,0.9125,0.13799961444381229,carbon,5,20.0,moderate,8,v1_clean,0.3701507769160938,1.0784313725490196,0.12267129720766416,0.9375796178343948,0.6636363636363655,0.9995217599234815,0.8168700011622908,0.57799914460723
160,153,57.717277550187646,0.9035947712418301,4.250000000000002,24,0.21822916666666664,0.14379324379324382,srtf,5,20.0,moderate,8,v1_clean,0.3772371081711611,0.1568627450980392,0.8772462767602467,0.0,0.0,0.14538498326159732,1.0,0.421574695192246
160,154,57.540999980206806,1.1098484848484849,5.62083333333333,120,0.3421875,0.12485693699372424,q_v1,5,20.0,moderate,8,v1_clean,0.3736428570143299,0.7792207792207793,0.49451903814388376,0.2411986103068906,0.7477272727272708,0.7222046246436491,0.4014449953504908,0.5206181655929691
160,154,56.82580775289679,1.5238095238095235,6.083333333333333,130,0.7229166666666667,0.12080545297356535,q_v2,5,20.0,moderate,8,v1_clean,0.368998751642187,0.8441558441558441,0.0,0.7252957233848951,1.0,0.782388343363953,0.2733822182631896,0.5006362008396933
160,152,57.51526594315913,1.1600877192982455,5.0041666666666575,164,0.4234375,0.11386550196413776,q_double_v2,5,20.0,moderate,8,v1_clean,0.3783899075207837,1.0789473684210527,1.0,0.299949715051961,0.4113636363636309,1.0,0.05401830254860679,0.6182326823561605
250,120,56.352499729512814,3.165972222222222,8.60833333333333,0,4.509,0.34415785199824284,fcfs,5,20.0,high,6,v1_clean,0.4696041644126068,0.0,1.0,1.0,1.0,0.0,0.0,0.8
250,141,57.98225228203752,2.9343971631205674,7.75,204,4.071,0.433819546250376,carbon,5,20.0,high,6,v1_clean,0.411221647390337,1.446808510638298,0.7158266324230842,0.890978200789506,0.7952286282306168,0.9368678060690618,0.5203611697586998,0.773265016146411
250,221,58.37877130712367,1.0418552036199094,4.416666666666666,62,1.307,0.5164645102635219,srtf,5,20.0,high,6,v1_clean,0.2641573362313288,0.28054298642533937,0.0,0.0,0.0,0.18166308137378534,1.0,0.11816630813737854
250,209,56.93032897206094,2.362041467304625,7.333333333333333,270,2.7146666666666666,0.41018537668724,q_v1,5,20.0,high,6,v1_clean,0.2723939185266074,1.291866028708134,0.040091065742864355,0.6215223794748415,0.6958250497017897,0.8365361989175623,0.3831977554073551,0.43426600676291
250,158,59.69348702582733,2.3380801687763713,6.666666666666666,244,3.2916666666666665,0.4501648665807754,q_v2,5,20.0,high,6,v1_clean,0.37780687991029954,1.5443037974683544,0.5531822743872734,0.6102417869658561,0.5367793240556663,1.0,0.6152229730979217,0.6113792817524256
250,207,57.131092862454985,2.2093397745571655,7.224999999999999,311,2.507,0.4149313276032536,q_double_v2,5,20.0,high,6,v1_clean,0.2759956176930192,1.502415458937198,0.05762211841618112,0.5496328877895207,0.6699801192842944,0.9728755840658906,0.410741385838089,0.4359510458150391
250,168,69.46841935232368,3.056051587301587,7.916666666666666,0,3.2586666666666666,0.2756850045327552,fcfs,5,20.0,high,8,v1_clean,0.4135024961447838,0.0,1.0,1.0,1.0,0.0,0.0,0.8
250,174,71.23407495877403,2.503352490421456,6.862499999999999,176,2.924,0.360935878060305,carbon,5,20.0,high,8,v1_clean,0.4093912353952531,1.0114942528735633,0.9559903080572574,0.7297912391109453,0.5919354838709675,0.5970815131517799,0.7771535579417003,0.765962233719319
250,228,73.10916320384635,1.0105994152046782,5.408333333333322,50,0.8546666666666666,0.3853813092802207,srtf,5,20.0,high,8,v1_clean,0.3206542245782735,0.21929824561403508,0.006089840075299119,0.0,0.02903225806451173,0.12945098595545468,1.0,0.1223346071380281
250,219,70.0986870444061,1.5559360730593608,5.333333333333333,371,1.481,0.32663308976960126,q_v1,5,20.0,high,8,v1_clean,0.3200853289698909,1.6940639269406392,0.0,0.26660934207795584,0.0,1.0,0.46444668627749025,0.1997665370433402
250,213,72.42399757276063,2.405320813771518,6.283333333333322,256,2.366333333333333,0.33274662756310847,q_v2,5,20.0,high,8,v1_clean,0.340018767947233,1.2018779342723005,0.21338089753913558,0.6818645860279547,0.36774193548386663,0.7094643331688243,0.5201781697361294,0.42595596550575043
250,218,71.72797305044782,1.563073394495413,6.1791666666666645,316,1.4856666666666665,0.3255229989116038,q_double_v2,5,20.0,high,8,v1_clean,0.3290273993139808,1.4495412844036697,0.09572191722907641,0.27009870327320457,0.327419354838709,0.8556591409283117,0.45432701214121896,0.30037586570144803
160,113,50.24326017624977,2.744837758112094,10.333333333333332,0,2.7453125,0.346505257657602,fcfs,6,10.0,moderate,6,v1_clean,0.444630621028759,0.0,1.0,0.8975747928533719,1.0,0.0,0.0,0.7795149585706744
